sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
11706,F,18,U,4,2,services,other,no,yes,no,no,90,State,75,Central,Commerce,91,Sci&Tech,Yes,94,Mkt&Fin,51,Not Placed,
11707,F,19,R,1,2,other,services,yes,yes,no,yes,60,Private,86,State,Arts,81,Comm&Mgmt,No,68,Mkt&HR,89,Placed,250000
11708,M,20,U,4,3,health,at_home,no,yes,no,yes,52,Central,60,Private,Commerce,59,Sci&Tech,No,60,Mkt&HR,66,Not Placed,
11709,F,21,U,3,3,other,teacher,yes,yes,no,no,59,State,84,Central,Commerce,73,Comm&Mgmt,Yes,52,Mkt&Fin,91,Not Placed,
11710,F,20,R,1,3,services,teacher,yes,yes,yes,yes,59,State,86,Central,Arts,83,Sci&Tech,No,51,Mkt&HR,65,Placed,200000
11711,M,18,U,4,4,services,other,yes,yes,yes,yes,77,State,77,Central,Science,88,Comm&Mgmt,Yes,71,Mkt&Fin,63,Not Placed,
11712,F,23,U,1,2,teacher,at_home,no,yes,no,no,55,Central,85,Private,Commerce,87,Sci&Tech,Yes,67,Mkt&HR,95,Not Placed,
11713,M,23,U,3,1,teacher,other,yes,yes,yes,no,87,State,52,Central,Arts,56,Comm&Mgmt,Yes,62,Mkt&HR,92,Not Placed,
11714,F,18,U,1,4,other,health,no,yes,yes,no,79,Central,78,Central,Commerce,95,Comm&Mgmt,No,85,Mkt&HR,61,Placed,200000
11715,M,22,U,3,4,services,other,no,yes,yes,yes,95,Private,89,State,Arts,79,Sci&Tech,No,87,Mkt&HR,69,Placed,200000
11716,M,22,R,3,2,other,health,yes,yes,no,yes,95,State,92,Central,Science,87,Sci&Tech,Yes,93,Mkt&Fin,59,Not Placed,
11717,M,21,U,1,3,services,teacher,no,yes,no,yes,50,Private,75,Private,Science,61,Sci&Tech,No,77,Mkt&HR,78,Not Placed,
11718,F,22,R,1,4,other,teacher,yes,yes,yes,yes,79,State,74,State,Arts,55,Comm&Mgmt,No,55,Mkt&Fin,79,Placed,200000
11719,M,23,U,4,2,health,services,yes,no,yes,yes,52,Private,79,Central,Commerce,74,Sci&Tech,No,83,Mkt&HR,54,Placed,400000
11720,M,22,U,4,1,health,other,no,no,no,yes,52,State,91,State,Science,71,Comm&Mgmt,Yes,54,Mkt&HR,88,Not Placed,
11721,M,23,U,2,4,at_home,health,no,no,no,no,85,Central,57,Private,Commerce,50,Comm&Mgmt,No,56,Mkt&HR,68,Placed,200000
11722,F,21,R,1,4,other,health,yes,yes,no,no,95,Central,76,Central,Commerce,69,Comm&Mgmt,Yes,85,Mkt&Fin,87,Not Placed,
11723,M,22,U,4,4,at_home,teacher,no,no,no,yes,72,Central,94,Private,Commerce,91,Sci&Tech,No,62,Mkt&HR,84,Placed,200000
11724,M,20,R,1,1,at_home,at_home,yes,no,yes,no,59,State,71,State,Commerce,90,Comm&Mgmt,Yes,80,Mkt&HR,63,Not Placed,
11725,M,22,R,2,1,services,at_home,yes,no,no,no,66,Private,72,State,Commerce,59,Sci&Tech,Yes,53,Mkt&Fin,72,Placed,350000
11726,F,21,R,1,1,teacher,services,yes,yes,no,yes,67,State,69,State,Arts,75,Comm&Mgmt,Yes,59,Mkt&Fin,66,Not Placed,
11727,F,19,U,2,4,other,at_home,no,yes,yes,yes,75,Private,60,Central,Commerce,53,Comm&Mgmt,Yes,77,Mkt&HR,85,Placed,350000
11728,M,18,U,2,3,teacher,other,yes,yes,no,yes,67,Private,82,State,Commerce,91,Sci&Tech,Yes,68,Mkt&Fin,95,Not Placed,
11729,M,20,R,3,1,health,teacher,yes,yes,yes,yes,91,State,95,Central,Arts,78,Comm&Mgmt,No,77,Mkt&HR,55,Placed,250000
11730,M,18,U,4,3,services,health,no,yes,yes,yes,85,Central,68,State,Arts,73,Comm&Mgmt,No,90,Mkt&Fin,71,Placed,450000
11731,M,20,R,1,1,at_home,services,yes,no,yes,no,54,Central,53,State,Arts,51,Sci&Tech,Yes,77,Mkt&HR,71,Not Placed,
11732,F,20,U,2,3,at_home,teacher,no,no,no,yes,53,State,51,Central,Arts,86,Sci&Tech,Yes,65,Mkt&Fin,70,Placed,300000
11733,M,22,U,2,1,health,teacher,yes,yes,no,no,64,Private,69,Private,Arts,56,Comm&Mgmt,No,66,Mkt&HR,75,Placed,200000
11734,F,23,R,3,3,teacher,health,no,no,yes,no,92,Central,94,State,Science,70,Sci&Tech,No,71,Mkt&HR,76,Not Placed,
11735,M,21,U,4,2,health,health,yes,no,no,no,59,State,71,State,Science,73,Comm&Mgmt,Yes,67,Mkt&HR,91,Not Placed,
11736,M,20,R,4,1,services,services,no,no,yes,no,81,Central,58,Private,Science,57,Comm&Mgmt,Yes,73,Mkt&Fin,94,Placed,500000
11737,M,22,U,1,3,at_home,at_home,no,no,yes,no,62,Central,93,Central,Arts,58,Sci&Tech,No,53,Mkt&Fin,82,Placed,350000
11738,M,21,R,2,2,at_home,other,no,no,yes,no,66,Private,67,State,Arts,77,Comm&Mgmt,Yes,94,Mkt&HR,58,Not Placed,
11739,M,23,U,3,2,services,teacher,yes,yes,yes,yes,82,Central,66,Private,Commerce,95,Sci&Tech,Yes,64,Mkt&Fin,67,Placed,400000
11740,M,19,R,1,2,services,services,yes,yes,yes,no,72,Central,61,Private,Science,86,Sci&Tech,No,75,Mkt&Fin,76,Placed,250000
11741,M,19,R,3,2,other,at_home,yes,yes,yes,yes,76,Private,61,State,Arts,63,Comm&Mgmt,No,86,Mkt&HR,58,Not Placed,
11742,F,18,R,2,1,health,services,no,no,no,yes,79,Private,57,Private,Commerce,63,Sci&Tech,Yes,77,Mkt&Fin,51,Placed,200000
11743,F,21,U,3,1,teacher,services,no,yes,no,yes,71,Private,55,Private,Commerce,91,Sci&Tech,No,89,Mkt&Fin,83,Placed,350000
11744,F,22,U,1,4,services,health,yes,yes,no,yes,71,Private,66,Central,Science,56,Comm&Mgmt,No,56,Mkt&Fin,60,Not Placed,
11745,M,20,R,1,1,services,services,yes,yes,yes,no,56,Central,77,Private,Commerce,55,Comm&Mgmt,No,72,Mkt&Fin,65,Not Placed,
11746,M,19,U,1,4,at_home,services,yes,yes,no,yes,75,Central,66,State,Science,51,Comm&Mgmt,Yes,52,Mkt&Fin,80,Not Placed,
11747,F,21,U,3,2,health,health,no,yes,no,yes,64,Central,51,Central,Science,50,Sci&Tech,No,89,Mkt&HR,93,Placed,200000
11748,M,20,U,3,2,teacher,health,yes,no,yes,yes,85,State,84,State,Arts,75,Comm&Mgmt,No,78,Mkt&Fin,62,Placed,450000
11749,F,19,R,2,1,at_home,teacher,no,no,yes,yes,89,Central,80,Central,Arts,62,Sci&Tech,No,73,Mkt&HR,93,Not Placed,
11750,F,19,R,2,3,teacher,other,no,yes,yes,yes,79,State,57,Private,Commerce,60,Sci&Tech,No,53,Mkt&Fin,54,Placed,200000
11751,M,22,R,3,2,other,other,yes,yes,yes,no,71,Central,66,Central,Science,78,Sci&Tech,Yes,51,Mkt&HR,73,Placed,250000
11752,M,21,U,4,4,health,other,no,no,no,yes,77,Private,51,State,Arts,93,Sci&Tech,Yes,80,Mkt&HR,90,Not Placed,
11753,M,21,R,1,3,at_home,services,yes,no,no,yes,94,Central,92,Private,Commerce,90,Sci&Tech,No,65,Mkt&Fin,95,Not Placed,
11754,F,21,R,1,2,teacher,at_home,yes,yes,yes,yes,64,State,56,Private,Commerce,87,Sci&Tech,Yes,80,Mkt&Fin,85,Placed,250000
11755,F,23,R,2,1,teacher,at_home,no,no,yes,no,93,Private,74,Private,Science,65,Comm&Mgmt,No,93,Mkt&Fin,53,Not Placed,
11756,M,23,R,3,3,teacher,health,no,yes,no,no,85,Central,59,Private,Arts,53,Sci&Tech,No,85,Mkt&HR,60,Placed,400000
11757,M,21,U,1,4,at_home,services,yes,no,yes,yes,92,Central,85,Central,Arts,80,Comm&Mgmt,No,88,Mkt&Fin,76,Placed,200000
11758,F,22,U,1,2,health,at_home,yes,no,yes,yes,83,Central,59,State,Commerce,59,Comm&Mgmt,Yes,93,Mkt&HR,75,Placed,300000
11759,F,21,R,3,1,teacher,other,yes,yes,no,yes,58,Private,73,State,Commerce,70,Sci&Tech,No,86,Mkt&HR,55,Placed,350000
11760,F,18,R,1,4,at_home,health,no,no,no,yes,95,Central,71,State,Science,58,Comm&Mgmt,No,65,Mkt&HR,84,Not Placed,
11761,F,21,U,4,1,health,other,yes,no,no,yes,86,State,60,Private,Commerce,93,Comm&Mgmt,Yes,94,Mkt&Fin,94,Placed,400000
11762,M,22,R,1,2,other,other,yes,no,yes,no,83,Central,76,Private,Commerce,83,Comm&Mgmt,Yes,83,Mkt&Fin,85,Placed,200000
11763,M,19,U,1,4,other,services,no,yes,yes,yes,51,State,94,State,Commerce,56,Comm&Mgmt,No,50,Mkt&HR,59,Placed,350000
11764,F,21,U,1,4,at_home,services,yes,yes,yes,yes,93,Central,74,State,Arts,77,Comm&Mgmt,No,81,Mkt&Fin,59,Placed,400000
11765,M,22,U,4,3,at_home,at_home,no,yes,yes,yes,68,State,67,Central,Commerce,83,Sci&Tech,Yes,73,Mkt&HR,91,Not Placed,
11766,M,21,R,4,1,health,other,no,yes,no,yes,79,Private,85,State,Science,77,Sci&Tech,Yes,81,Mkt&HR,75,Placed,300000
11767,M,18,R,3,2,health,at_home,yes,yes,no,yes,67,Private,59,Central,Arts,51,Sci&Tech,Yes,64,Mkt&Fin,56,Placed,250000
11768,F,22,U,3,1,teacher,other,no,no,no,no,66,Private,72,Private,Commerce,63,Comm&Mgmt,No,50,Mkt&Fin,52,Placed,400000
11769,M,19,R,2,4,health,services,no,no,yes,no,86,Private,82,State,Science,81,Comm&Mgmt,No,58,Mkt&HR,95,Placed,400000
11770,F,22,U,2,1,health,health,no,yes,no,yes,90,Central,76,Central,Arts,51,Sci&Tech,No,78,Mkt&Fin,56,Not Placed,
11771,F,23,U,3,1,health,other,yes,no,yes,yes,69,State,64,Central,Arts,74,Comm&Mgmt,No,64,Mkt&HR,54,Placed,200000
11772,F,19,R,1,3,other,teacher,yes,yes,yes,no,69,State,64,Private,Science,51,Sci&Tech,No,59,Mkt&HR,58,Not Placed,
11773,M,22,U,3,1,health,health,yes,yes,yes,yes,55,State,61,Central,Commerce,76,Comm&Mgmt,Yes,65,Mkt&Fin,57,Not Placed,
11774,M,18,U,2,1,health,health,yes,yes,no,yes,83,Central,65,State,Science,75,Sci&Tech,Yes,75,Mkt&HR,85,Placed,300000
11775,F,18,U,2,3,services,at_home,no,no,yes,yes,79,Central,87,Central,Science,57,Comm&Mgmt,No,72,Mkt&HR,81,Not Placed,
11776,F,19,U,1,3,at_home,at_home,yes,yes,yes,no,74,Private,53,Private,Science,52,Sci&Tech,No,81,Mkt&HR,54,Placed,300000
11777,M,22,R,2,2,health,services,no,yes,yes,yes,70,State,50,State,Commerce,93,Sci&Tech,Yes,52,Mkt&Fin,81,Not Placed,
11778,F,21,R,2,1,teacher,other,yes,yes,yes,no,59,Private,72,Central,Science,82,Sci&Tech,Yes,57,Mkt&HR,92,Placed,350000
11779,M,18,U,1,3,teacher,at_home,yes,yes,no,no,79,State,91,State,Science,75,Comm&Mgmt,Yes,73,Mkt&HR,61,Not Placed,
11780,M,20,U,2,4,other,teacher,no,no,no,no,66,Private,57,Private,Science,82,Sci&Tech,Yes,61,Mkt&HR,65,Placed,300000
11781,M,20,U,1,3,other,at_home,no,no,no,no,61,Private,95,Private,Commerce,51,Sci&Tech,Yes,80,Mkt&Fin,90,Not Placed,
11782,M,23,U,2,3,teacher,services,no,no,yes,no,59,Central,87,Central,Commerce,52,Comm&Mgmt,Yes,64,Mkt&HR,52,Placed,250000
11783,F,18,U,1,1,services,services,no,no,yes,no,92,Central,69,Private,Arts,80,Sci&Tech,No,75,Mkt&Fin,63,Placed,200000
11784,M,18,R,2,3,services,other,no,no,no,yes,59,Private,73,Central,Science,81,Comm&Mgmt,Yes,72,Mkt&Fin,62,Placed,350000
11785,F,22,R,1,2,teacher,at_home,no,no,no,yes,73,State,69,Central,Commerce,83,Comm&Mgmt,No,60,Mkt&Fin,52,Placed,200000
11786,M,21,U,2,1,teacher,other,no,no,yes,yes,73,State,82,State,Commerce,93,Sci&Tech,No,75,Mkt&Fin,60,Placed,250000
11787,F,23,R,4,3,teacher,health,yes,no,yes,yes,84,State,65,Private,Science,79,Comm&Mgmt,Yes,50,Mkt&HR,69,Not Placed,
11788,F,20,R,3,2,other,at_home,no,no,yes,no,84,Central,81,State,Science,91,Sci&Tech,No,90,Mkt&HR,88,Not Placed,
11789,M,22,R,4,4,other,health,yes,no,yes,no,95,State,89,Central,Arts,86,Comm&Mgmt,Yes,64,Mkt&Fin,68,Not Placed,
11790,F,19,U,2,4,health,at_home,no,no,yes,no,52,Central,51,State,Science,83,Comm&Mgmt,No,73,Mkt&Fin,84,Not Placed,
11791,M,20,R,2,4,teacher,health,no,yes,yes,yes,90,State,94,State,Commerce,71,Sci&Tech,No,84,Mkt&HR,52,Not Placed,
11792,M,23,U,3,2,other,teacher,yes,no,yes,yes,64,State,69,State,Commerce,64,Comm&Mgmt,Yes,58,Mkt&Fin,58,Placed,200000
11793,F,19,U,4,2,services,teacher,yes,no,yes,yes,78,Private,77,State,Commerce,88,Comm&Mgmt,Yes,57,Mkt&HR,65,Not Placed,
11794,M,18,R,4,1,at_home,services,no,no,yes,no,64,Private,72,Private,Commerce,91,Sci&Tech,Yes,76,Mkt&HR,85,Not Placed,
11795,M,18,R,1,3,other,services,yes,yes,no,yes,66,Private,87,Private,Science,88,Sci&Tech,Yes,64,Mkt&Fin,71,Placed,300000
11796,M,22,U,3,3,health,services,no,yes,yes,yes,95,Private,92,State,Science,79,Sci&Tech,No,80,Mkt&HR,55,Placed,255000
11797,F,23,R,3,4,at_home,at_home,yes,no,yes,yes,88,State,87,State,Science,60,Sci&Tech,No,84,Mkt&HR,91,Not Placed,
11798,F,18,R,3,2,at_home,at_home,no,yes,no,no,56,State,64,Private,Arts,74,Comm&Mgmt,No,87,Mkt&Fin,81,Not Placed,
11799,M,22,R,2,4,at_home,health,yes,yes,no,no,74,Central,54,Private,Science,88,Sci&Tech,No,52,Mkt&Fin,93,Placed,400000
11800,F,20,R,1,2,teacher,at_home,no,no,yes,yes,78,Private,66,State,Commerce,60,Sci&Tech,No,88,Mkt&Fin,87,Placed,200000
11801,M,18,R,2,4,at_home,health,yes,no,yes,no,74,Private,85,Private,Commerce,85,Comm&Mgmt,Yes,62,Mkt&HR,87,Placed,350000
11802,F,19,U,1,1,health,services,yes,yes,yes,yes,89,State,84,Central,Commerce,53,Sci&Tech,No,87,Mkt&HR,81,Placed,200000
11803,M,18,R,3,3,health,services,no,yes,no,no,64,Private,58,Private,Science,64,Comm&Mgmt,No,88,Mkt&Fin,81,Placed,200000
11804,F,20,R,2,4,services,services,no,no,yes,yes,80,Private,83,Private,Commerce,92,Sci&Tech,Yes,52,Mkt&Fin,91,Placed,300000
11805,F,23,R,3,1,health,services,no,no,no,yes,91,Private,53,Private,Science,59,Comm&Mgmt,Yes,84,Mkt&Fin,70,Not Placed,
11806,F,23,U,2,3,at_home,teacher,no,yes,yes,yes,67,Central,67,Private,Commerce,50,Sci&Tech,No,76,Mkt&HR,77,Placed,300000
11807,M,18,U,1,1,health,teacher,no,yes,yes,no,81,State,90,Central,Commerce,63,Comm&Mgmt,Yes,73,Mkt&Fin,87,Not Placed,
11808,F,21,R,3,3,services,at_home,yes,no,no,no,94,Private,51,Central,Science,91,Comm&Mgmt,No,87,Mkt&HR,60,Placed,450000
11809,M,19,U,1,1,teacher,teacher,yes,yes,no,no,53,Private,91,Central,Arts,92,Comm&Mgmt,Yes,93,Mkt&Fin,62,Not Placed,
11810,M,23,R,2,2,health,services,yes,yes,no,yes,61,Private,66,Central,Arts,74,Comm&Mgmt,No,66,Mkt&HR,69,Placed,250000
11811,F,22,R,2,3,other,teacher,yes,yes,yes,no,77,State,88,Central,Commerce,52,Sci&Tech,No,51,Mkt&HR,58,Not Placed,
11812,M,21,U,2,1,health,teacher,no,yes,yes,no,53,Central,87,Central,Commerce,80,Sci&Tech,Yes,91,Mkt&Fin,54,Not Placed,
11813,M,22,R,3,2,health,other,yes,no,no,yes,77,State,83,Central,Commerce,53,Sci&Tech,No,80,Mkt&Fin,67,Placed,250000
11814,F,18,U,4,4,services,other,no,no,yes,yes,76,Private,87,Central,Science,62,Sci&Tech,Yes,65,Mkt&Fin,71,Not Placed,
11815,F,18,U,4,4,health,services,no,yes,yes,no,59,State,51,Central,Science,94,Sci&Tech,Yes,63,Mkt&Fin,64,Not Placed,
11816,M,19,R,4,3,health,services,no,no,no,yes,51,State,70,Private,Science,75,Comm&Mgmt,No,94,Mkt&Fin,84,Placed,300000
11817,M,18,R,4,2,teacher,at_home,yes,no,yes,no,89,Central,93,Private,Science,66,Sci&Tech,No,54,Mkt&Fin,92,Not Placed,
11818,M,22,R,2,4,teacher,services,no,yes,no,yes,55,State,55,State,Arts,68,Sci&Tech,Yes,80,Mkt&Fin,76,Placed,300000
11819,F,21,R,4,4,teacher,teacher,yes,yes,yes,no,81,State,75,Private,Arts,95,Comm&Mgmt,No,95,Mkt&HR,56,Not Placed,
11820,M,18,U,2,4,at_home,other,no,no,no,no,91,State,52,State,Science,68,Sci&Tech,Yes,58,Mkt&HR,70,Not Placed,
11821,F,23,U,1,3,teacher,teacher,no,no,no,no,88,State,53,Central,Science,93,Comm&Mgmt,Yes,65,Mkt&HR,89,Placed,250000
11822,M,18,R,4,4,other,at_home,no,yes,yes,yes,93,State,94,Central,Arts,90,Comm&Mgmt,Yes,62,Mkt&Fin,62,Not Placed,
11823,F,22,U,3,4,services,at_home,no,no,yes,yes,79,Central,77,Private,Arts,90,Sci&Tech,No,92,Mkt&Fin,87,Not Placed,
11824,M,19,R,4,4,other,other,yes,no,no,yes,76,Central,80,Private,Arts,50,Sci&Tech,No,74,Mkt&Fin,52,Not Placed,
11825,F,20,R,1,1,teacher,other,no,yes,no,yes,68,Private,54,Private,Commerce,59,Comm&Mgmt,No,70,Mkt&HR,50,Not Placed,
11826,F,20,U,3,2,health,at_home,no,yes,no,yes,95,Private,59,Central,Arts,66,Comm&Mgmt,Yes,94,Mkt&Fin,57,Not Placed,
11827,F,22,R,2,4,at_home,other,yes,yes,yes,yes,54,Central,76,State,Science,68,Sci&Tech,No,55,Mkt&Fin,93,Not Placed,
11828,F,18,R,1,3,services,teacher,yes,yes,yes,yes,72,Central,63,State,Commerce,60,Sci&Tech,Yes,74,Mkt&Fin,57,Placed,250000
11829,M,20,R,1,2,teacher,health,no,no,no,yes,64,State,79,Central,Science,90,Comm&Mgmt,No,88,Mkt&HR,77,Not Placed,
11830,F,23,U,3,1,at_home,teacher,no,no,no,yes,62,State,74,State,Arts,64,Comm&Mgmt,No,89,Mkt&HR,68,Not Placed,
11831,M,20,R,1,3,teacher,services,yes,yes,no,no,89,Central,51,Private,Science,64,Sci&Tech,No,56,Mkt&Fin,50,Placed,400000
11832,F,21,U,2,3,other,services,yes,no,yes,yes,75,State,75,Central,Commerce,72,Comm&Mgmt,Yes,53,Mkt&HR,52,Placed,455000
11833,F,19,U,1,2,services,services,yes,no,yes,no,81,Central,53,State,Science,89,Sci&Tech,Yes,51,Mkt&Fin,67,Placed,250000
11834,M,21,R,1,4,services,at_home,no,yes,yes,yes,71,Private,67,Private,Science,88,Sci&Tech,No,77,Mkt&HR,80,Not Placed,
11835,M,18,R,3,1,other,teacher,yes,no,no,yes,67,Central,87,Central,Science,78,Comm&Mgmt,No,55,Mkt&HR,73,Not Placed,
11836,M,23,R,4,4,health,at_home,yes,no,yes,no,89,Private,87,Central,Commerce,76,Comm&Mgmt,No,81,Mkt&HR,57,Not Placed,
11837,M,23,U,4,3,health,other,yes,yes,no,no,66,Central,83,Private,Arts,54,Comm&Mgmt,Yes,92,Mkt&HR,86,Placed,250000
11838,F,18,R,3,2,services,health,no,yes,yes,yes,57,Private,68,Private,Arts,73,Comm&Mgmt,Yes,57,Mkt&Fin,74,Placed,255000
11839,F,23,R,3,4,at_home,other,no,yes,no,yes,74,State,72,Central,Commerce,53,Comm&Mgmt,Yes,92,Mkt&HR,51,Not Placed,
11840,M,23,U,4,3,health,services,no,yes,yes,no,92,Central,88,Private,Science,79,Sci&Tech,No,71,Mkt&HR,81,Placed,400000
11841,F,23,U,3,1,other,teacher,no,no,yes,yes,50,Central,85,Private,Science,73,Comm&Mgmt,Yes,63,Mkt&HR,75,Not Placed,
11842,M,19,R,4,2,teacher,other,yes,no,no,no,90,State,51,Central,Science,87,Sci&Tech,No,61,Mkt&HR,87,Not Placed,
11843,M,18,R,1,2,at_home,health,no,no,no,no,84,Private,82,State,Arts,93,Sci&Tech,Yes,71,Mkt&HR,86,Placed,200000
11844,M,18,U,3,2,services,services,no,no,yes,yes,77,State,53,State,Arts,64,Sci&Tech,Yes,90,Mkt&HR,64,Placed,255000
11845,F,20,U,3,3,at_home,other,no,no,no,yes,79,State,93,State,Arts,62,Comm&Mgmt,Yes,86,Mkt&Fin,57,Not Placed,
11846,M,22,U,1,1,other,other,no,yes,no,no,75,Central,91,State,Science,70,Comm&Mgmt,No,72,Mkt&Fin,87,Not Placed,
11847,F,22,R,4,4,teacher,services,yes,yes,no,no,75,Central,86,State,Science,67,Comm&Mgmt,Yes,74,Mkt&HR,88,Not Placed,
11848,M,19,U,4,1,at_home,other,no,no,no,yes,67,State,58,Central,Commerce,58,Comm&Mgmt,No,87,Mkt&HR,72,Placed,250000
11849,F,22,R,1,4,at_home,services,yes,yes,no,no,53,Central,50,State,Arts,58,Sci&Tech,Yes,50,Mkt&HR,66,Placed,350000
11850,F,22,U,2,4,services,at_home,no,yes,yes,yes,74,State,85,State,Arts,52,Sci&Tech,Yes,61,Mkt&HR,71,Not Placed,
11851,F,20,U,3,2,other,at_home,yes,no,yes,no,90,Central,64,Central,Commerce,95,Comm&Mgmt,No,81,Mkt&Fin,86,Not Placed,
11852,M,23,R,4,4,other,at_home,yes,yes,yes,no,78,Private,54,Central,Arts,60,Sci&Tech,Yes,86,Mkt&HR,91,Placed,300000
11853,F,20,U,2,4,services,at_home,no,yes,no,no,92,Private,88,State,Science,92,Sci&Tech,Yes,70,Mkt&HR,93,Not Placed,
11854,M,22,R,4,2,health,health,yes,yes,no,no,53,Central,76,Private,Arts,86,Comm&Mgmt,Yes,50,Mkt&HR,84,Not Placed,
11855,M,20,R,1,1,health,at_home,no,yes,no,no,58,State,89,Private,Arts,93,Sci&Tech,Yes,77,Mkt&HR,63,Not Placed,
11856,F,22,R,3,1,health,services,no,no,no,yes,87,Private,86,State,Arts,75,Comm&Mgmt,Yes,55,Mkt&HR,51,Not Placed,
11857,M,18,U,4,4,teacher,teacher,yes,yes,yes,no,93,Central,93,Private,Science,89,Comm&Mgmt,Yes,64,Mkt&Fin,71,Placed,300000
11858,M,20,R,4,1,teacher,teacher,yes,no,yes,yes,77,Central,66,Private,Arts,51,Comm&Mgmt,No,78,Mkt&HR,67,Placed,200000
11859,F,18,U,1,3,other,health,yes,yes,no,no,50,State,77,Private,Commerce,52,Comm&Mgmt,No,65,Mkt&HR,88,Placed,300000
11860,M,20,U,3,3,services,services,yes,yes,no,no,51,Central,94,Private,Commerce,95,Comm&Mgmt,No,77,Mkt&Fin,93,Placed,250000
11861,F,18,R,3,3,health,at_home,yes,yes,yes,yes,70,State,67,Central,Commerce,71,Comm&Mgmt,No,53,Mkt&HR,70,Not Placed,
11862,M,22,R,2,3,services,at_home,yes,yes,no,yes,52,Central,58,Central,Science,64,Comm&Mgmt,Yes,92,Mkt&HR,87,Not Placed,
11863,F,22,U,4,1,services,health,yes,no,yes,yes,89,State,59,State,Science,71,Sci&Tech,No,91,Mkt&HR,93,Not Placed,
11864,F,19,U,3,1,other,teacher,no,yes,yes,yes,51,Private,94,Central,Commerce,86,Comm&Mgmt,Yes,66,Mkt&HR,62,Not Placed,
11865,F,22,R,3,1,health,services,no,no,yes,yes,53,State,66,Private,Arts,76,Comm&Mgmt,No,57,Mkt&HR,57,Not Placed,
11866,M,22,R,1,4,teacher,other,no,yes,yes,yes,66,Private,64,Private,Science,58,Comm&Mgmt,Yes,83,Mkt&HR,86,Not Placed,
11867,F,20,U,1,1,services,at_home,yes,no,yes,yes,58,Private,91,Private,Commerce,84,Comm&Mgmt,Yes,52,Mkt&Fin,79,Placed,350000
11868,F,18,R,2,4,other,teacher,no,yes,no,yes,69,Private,66,Private,Commerce,55,Sci&Tech,Yes,82,Mkt&HR,77,Not Placed,
11869,F,19,U,3,4,at_home,teacher,no,no,yes,yes,88,Central,68,Central,Commerce,86,Sci&Tech,No,61,Mkt&HR,94,Placed,350000
11870,M,20,U,4,1,services,at_home,no,yes,yes,yes,93,Central,80,Central,Arts,93,Comm&Mgmt,No,82,Mkt&HR,63,Placed,400000
11871,F,18,R,1,3,at_home,teacher,no,yes,yes,no,64,Central,58,State,Commerce,89,Comm&Mgmt,Yes,51,Mkt&HR,63,Not Placed,
11872,M,22,R,2,4,other,services,yes,no,yes,yes,60,Private,66,Private,Commerce,65,Sci&Tech,Yes,63,Mkt&Fin,74,Not Placed,
11873,F,23,U,2,1,services,other,no,yes,yes,yes,90,Private,56,Private,Science,69,Sci&Tech,No,61,Mkt&Fin,62,Not Placed,
11874,M,21,R,4,3,at_home,teacher,yes,no,no,yes,56,Central,86,Central,Science,74,Sci&Tech,Yes,85,Mkt&HR,67,Not Placed,
11875,F,21,U,4,2,teacher,health,no,yes,no,yes,57,Private,75,Central,Commerce,52,Sci&Tech,Yes,79,Mkt&HR,90,Not Placed,
11876,M,21,R,2,1,services,health,yes,yes,yes,no,91,Central,86,State,Commerce,70,Comm&Mgmt,No,87,Mkt&Fin,59,Not Placed,
11877,M,20,R,3,2,services,at_home,no,no,no,yes,79,State,57,Central,Arts,90,Comm&Mgmt,No,72,Mkt&HR,86,Not Placed,
11878,F,21,R,1,4,at_home,other,no,no,yes,yes,76,State,74,Private,Science,60,Comm&Mgmt,No,53,Mkt&HR,84,Placed,300000
11879,F,19,U,3,4,other,services,no,yes,yes,no,73,Private,82,Central,Arts,77,Comm&Mgmt,Yes,50,Mkt&Fin,53,Not Placed,
11880,F,22,U,1,2,at_home,at_home,no,no,yes,yes,85,Central,83,Private,Arts,63,Sci&Tech,No,69,Mkt&Fin,78,Placed,355000
11881,M,21,U,4,2,services,other,no,no,yes,no,67,Private,76,Central,Science,90,Comm&Mgmt,No,58,Mkt&Fin,73,Placed,400000
11882,F,22,R,3,4,services,teacher,no,yes,yes,no,64,Private,90,Central,Arts,61,Sci&Tech,Yes,92,Mkt&Fin,69,Not Placed,
11883,F,19,R,4,2,at_home,at_home,no,yes,no,yes,95,State,69,Central,Arts,57,Comm&Mgmt,Yes,52,Mkt&HR,60,Placed,350000
11884,M,23,R,2,1,services,at_home,no,no,yes,no,66,State,61,Central,Commerce,51,Comm&Mgmt,No,77,Mkt&HR,90,Placed,250000
11885,M,21,R,1,3,teacher,services,yes,no,yes,yes,57,Private,93,State,Science,54,Comm&Mgmt,Yes,65,Mkt&HR,82,Placed,200000
11886,M,18,R,2,2,services,at_home,no,no,no,no,79,Private,86,State,Commerce,88,Comm&Mgmt,Yes,91,Mkt&Fin,60,Placed,355000
11887,F,22,R,4,3,services,at_home,yes,yes,yes,yes,72,Private,77,Central,Commerce,82,Sci&Tech,No,51,Mkt&HR,61,Placed,300000
11888,F,23,R,4,3,health,at_home,no,no,yes,no,61,State,56,Central,Arts,88,Sci&Tech,Yes,92,Mkt&HR,90,Placed,200000
